domain,tld,status,description,ollama_country,final_country,processed_at
federalreserve.gov,gov,published,Federal banking is the term for the way the Federal Reserve of the United States distributes its money. The Reserve operates twelve banking districts around the country which oversee money distribution within their respective districts. The twelve ci... 1927396,United States,United States,2025-10-20T15:43:58.788668
manncorp.com,com,published,"UPDATED Manncorp offers equipment, service, and financing solutions for PCB assembly. Learn how they can help you with worry-free selection, protection, setup, support, training, and diagnostics. Finance, all Quickbook data, HR, KeePass with al... 37719",United States,United States,2025-10-20T15:43:59.361535
ccmaui.org,org,published,The Community Clinic of Maui is a nonprofit healthcare organization that serves the community of Maui as Mālama I Ke Ola Health Center. We are a proud member of the national Community Health Center movement which was birthed by the civil rights movem... 40963,United States,United States,2025-10-20T15:43:59.955505
craigsteven.com,com,published,"Craig/Steven Development Corporation has earned a solid reputation in the development of shopping centers, office buildings, mixed-use developments, industrial and multi-family residential projects. 2417980",United States,United States,2025-10-20T15:44:00.648823
emainc.net,net,published,"Electronic Maintenance Associates (Electronic Maintenance Associates, Inc. (dba EMA) provides products, services, training, and more related to Medium Voltage Variable Frequency Drives. Celebrating our 33rd year, over 98% of our customers say they ar... 43029 smithandcaugheys.co.nz published In 1880, showing great courage and enterprise for the time, Marianne Smith (nee Caughey) established her own drapers and millinery. With the vision of providing the early pioneers of Auckland and beyond with quality merchandise at good value and with... 43656 heras.co.uk published ** UPDATED ** SCREENS AVAILABLE ** Heras is an European leading end-to-end supplier of permanent and mobile perimeter protection solutions. We operate in over 24 countries and employ more than 1100 highly skilled experts. Experts in perimeter p... 49008",New Zealand,New Zealand,2025-10-20T15:44:01.509041
cfymca.org,org,published,"Founded in 1885, the YMCA of Central Florida is a non-profit youth development. The Y provides kids, adults, families, and communities with support, programs, and classes such as aquatics and fitness. The YMCA of Central Florida is based in Orlando,... 45350",United States,United States,2025-10-20T15:44:02.106834
aytosanlorenzo.es,es,published,"450GB Data | Ayuntamiento San Lorenzo de El Escorial is a company that operates in the Government industry. It employs 2,001-5,000 people 43239",Spain,Spain,2025-10-20T15:44:02.589987
valleyjoist.com,com,published,"Screens was uploaded Valley Joist + Deck is a company that designs, engineers, and manufactures steel joist and deck product systems for commercial and industrial projects. It has over 60 years of experience, a family culture, and a commitment to... 56826",United States,United States,2025-10-20T15:44:03.178473
longviewoms.com,com,published,"Our mission is to help patients live healthier lives. We provide a caring, compassionate environment where your comfort and health is of primary importance. 47280",unknown,United States,2025-10-20T15:44:03.828520
sysroad.com,com,published,SYSROAD is a leader in the field of integrating high value-added IT and telecoms solutions. It uses the power of technology to support business growth in the digital age. Our expertise in innovative technologies from manufacturers and publishers such... 48906,unknown,United States,2025-10-20T15:44:04.468535
highwaystrust.com,com,published,Highways Infrastructure Trust operates as an infrastructure investment trust. The Company invests in roadways and highways projects. Highways Infrastructure Trust serves customers in India. 45498,India,India,2025-10-20T15:44:04.986229
cafesnovell.com,com,published,"The structure of the Novell Group is made up of several companies oriented to the different business units: Restaurants , with service in both bean and ground coffee and capsules; Retail , aimed at domestic consumption and large stores; Catering , re... 45540",unknown,United States,2025-10-20T15:44:05.680055
sunpetro.com,com,published,SunPetro takes pride in having established itself as India’s second largest private oil producer. 45824,India,India,2025-10-20T15:44:06.184092
kharafiglobal.com,com,published,Kharafi Global was established in 1993 by founding family members Waleed Al-Kharafi and Haidar Al-Naqeeb to develop and operate food beverage operations in Kuwait and neighboring Gulf countries. 45563 mgops.sedziszow-mlp.pl published The Social Welfare Center conducts its statutory activities based on applicable regulations. We grant monetary and non-monetary benefits. 45836,Kuwait,Kuwait,2025-10-20T15:44:06.856159
pressurejet.com,com,published,"PressureJet is ready to prove ""THE BEST QUALITY"" among all manufactures in India and also guarantes ""THE MOST REASONABLE PRICE"" 44820",India,India,2025-10-20T15:44:07.406951
multigroup.info,info,published,"Multi Group distributes industrial kitchen equipment. The Company offers a wide range of refrigerators, deep freezers, ovens, cooking stoves, electric grills, dish washers, and accessories. Multi Group serves customers in France. 44876",France,France,2025-10-20T15:44:07.995568
valleylandtitleco.com,com,published,"Once you have invested in a home, you may want additional information on how to keep it looking beautiful all year long. Valley Land Title Co. makes it easy for you to successfully complete any home improvement project by providing you with important... 43261",unknown,United States,2025-10-20T15:44:08.594220
londondrugs.com,com,published,"London Drugs is a Canadian retail pharmacy chain based in Richmond, British Columbia. As of June 2021, the chain has 78 stores in the provinces of British Columbia, Alberta, Saskatchewan, and Manitoba. In addition to pharmacy services, London Drugs l... 44225",Canada,Canada,2025-10-20T15:44:09.181962
telekom.com,com,published,"Deutsche Telekom AG, trading as Deutsche Telekom is a German telecommunications company headquartered in Bonn and is the largest telecommunications provider in Europe by revenue. It was formed in 1995 when Deutsche Bundespost, a state monopoly at the... 47089",Germany,Germany,2025-10-20T15:44:09.747519
powertestdyno.com,com,published,"Power Test. Test & Measurement Equipment, Manufacturing. Revenue $32.6 Million 5 Terabytes of private information. 4500000 files. Passports, bank statements, credit cards, blueprints, personal information of clients and employees and much more. 46947",unknown,United States,2025-10-20T15:44:10.544547
originalfootwear.com,com,published,"Original Footwear is the leading manufacturer of occupational and tactical footwear for military, law enforcement and first responders. Founded in 1999, and based in Morrison. Tennessee, Original Footwear is the parent of Altama, Original S.W.A.T and... 48264",United States,United States,2025-10-20T15:44:11.123292
ramfoam.com,com,published,"Ramfoam manufacture and engineer foam for all aspects of the sports and leisure industries. We supply raw materials through to finished products, branded or unbranded, to Corporate clients, private and social clubs, schools, universities and even to... 42728",United States,United States,2025-10-20T15:44:12.117062
qualityplumbingassociates.com,com,published,"Quality Plumbing Associates, Inc. is committed to providing our clients and customers with the best possible value, quality and workmanship available in the industry. We will strive to be pioneers and leaders in the plumbing field by continually educ... 40941",unknown,United States,2025-10-20T15:44:12.809328
carcajou.fr,fr,published,"Groupe CARCAJOU : engineering and industrial equipment designer 270 gigabytes of data were stolen, including: Photo and video of the equipment produced, information about purchases and partners, insurance on ETREM/ALTAIIRE/SERIMECA (Carcajou is the... 44643",France,France,2025-10-20T15:44:13.412254
heartlandhealthcenter.org,org,published,Heartland Health Center is your home for healthcare. Our providers practice using an integrated approach. This means that staff work as a team to address all aspects of your health. 44897 sunwave.com.cn published 2023-08-07 [公司新闻] 倒计时3天丨Sunwave三十周年庆典暨全球合作伙伴大会，即将绽放精彩! 关于三维 三维通信股份有限公司是国际主流的无线通信解决方案供应商，行业公认的无线信号覆盖、无线专网通信、无线信号安全、卫星通信服务领域的专家。 52666,USA,USA,2025-10-20T15:44:14.784568
21stcenturyvitamins.com,com,published,"https://mega.nz/folder/E3kmAZyT#KkvAaGlF3g0Pud4cwhxZpg The remaining data is bought in private. 21st Century, one of the largest international manufacturers of dietary supplements 41046",United States,United States,2025-10-20T15:44:15.476907
wichita.gov,gov,published,UPDATE: A lot of city's data including 500GB mssql databases available for sell if no negotiation reached until 15th. Msg offers. UPDATE2: DATA IS SOLD Wichita is the most populous city in the U.S. state of Kansas and the county seat of Sedgwick... 42763,United States,United States,2025-10-20T15:44:16.053132
oseranhahn.com,com,published,"Company data will be available via a link at the bottom of the page. Oseran Hahn P.S. is a legal firm that offers a variety of services in the field of law. The company's practice areas include Business and Corporate Law, Litigation, and Condo L... 41093",Unknown,United States,2025-10-20T15:44:16.906964
hbmolding.com,com,published,Company data will be available via a link at the bottom of the page. HB Molding was founded in 1998 and originally located in the south side of Louisville. Due to our ability to quickly react to customer demands and opportunities we have grown t... 39064,United States,United States,2025-10-20T15:44:17.468590
contest.omg,omg,published,"Объявляю конкурс Для участия в конкурсе необходимо связаться с родственниками или бедолагой, который скорее всего не удачно миксанул крипту в обмен на мою и привлёк к себе внимание ФБР, а вместе с ним и награду в 10 миллионов долларов за свою го... 41863",unknown,Unknown (omg),2025-10-20T15:44:18.226112
colonialsd.org,org,published,https://mega.nz/folder/l60i2aLR#1pTmoxhVwJrSvVhJ1V3F5g We are publishing sample partial (~50GB) from the data of Colonial School District. We have more 500GB available to sell. Contact us for a deal before 26th May with offers. If we do not receiv... 40468,unknown,United States,2025-10-20T15:44:18.838192
incegroup.com,com,published,"ABOUT INERGROUP. We improve, manage, and deliver labor-intensive processes within our customers' manufacturing and distribution facilities. With our fixed cost pricing model and managed workforce deliverables, our Engineers work directly with your op... 40461",unknown,United States,2025-10-20T15:44:19.473936
iaconnecticut.com,com,published,"Welcome to the Insurance Association of Connecticut. For over 50 years, the Insurance Association of Connecticut (IAC) has been the voice of insurers doing business in Connecticut. We represent the interests of insurers both large and small, foreign... 39745",United States,United States,2025-10-20T15:44:20.035382
indigo.ca,ca,published,"Shop for books, gifts, and more at Indigo.ca, the online destination for Canada's biggest bookstore. Find new releases, bestsellers, exclusives, and more in various formats and genres. 38857",Canada,Canada,2025-10-20T15:44:20.580739
gruppobeltrame.com,com,published,"Il Gruppo. Attivo dal 1896 nel settore siderurgico, AFV Gruppo Beltrame è sinonimo di eccellenza e innovazione nella produzione di laminati mercantili e profili speciali per molteplici ambiti di impiego: costruzioni edili, cantieristica navale, macch... 40265",Italy,Italy,2025-10-20T15:44:21.212969
equatortrustees.com,com,published,"Equator Trustees Limited is licensed by the Seychelles Financial Services Authority (FSA) as a Corporate and Trustee Service Provider, and has offices in Victoria, the capital city of Seychelles on the island of Mahe. Call Us: +248 422 6205. Fax Us:... 38715 ecotruck.com.br published A EcoTruck® fornece uma série de Tecnológicas para gestão ao mercado de Transporte, assegurando o mais moderno e eficiente sistema de soluções integradas para redução de custos com pneus, combustíveis e manutenção. As Ferramentas, Programas e Produto... 38195 cultivarnet.com.br published Com uma equipe administrativa e comercial experiente, dedicada, proativa e competente a Cultivar se destaca também por seu amplo portfólio, com diversos fornecedores nos segmentos de agricultura e pecuária, indo desde os fertilizantes e corretivos, a... 38808",Seychelles,Seychelles,2025-10-20T15:44:22.236521
ckfinc.com,com,published,"January 31, 2023 - CKF, Inc. Strengthens Position in Sustainable Packaging Market Sector with $10 million Capital InvestmentJanuary 31, 2023 - CKF, Inc. Strengthens Position in Sustainable Packaging Market Sector with $10 million Capital Investment N... 38214",unknown,United States,2025-10-20T15:44:22.979780
besttaxfiler.com,com,published,Yupp TV coupon Free $20.00 (www.Yupptv.com) Free. ITIN Application (worth of $29.99 service) (for Certification filing only) Free. FBAR (worth of $29.99 service) Free. Extension Filing (worth of $19.99 service) Free. 7 years assistance to resolve you... 37827,unknown,United States,2025-10-20T15:44:24.417418
amsoft.cl,cl,published,"Soluciones tecnológicas que impulsan tu negocio.Somos tu partner para transformar tu negocio de la mano de la tecnología; desarrollamos tu próxima aplicación, seremos tu equipo de profesionales, te asesoramos para dar el salto digital. Leer más Sobre... 37699",Chile,Chile,2025-10-20T15:44:25.013095
faacgroup.com,com,published,"Fabbrica Automatismi Apertura Cancelli (FAAC) was founded in 1965 and immediately became synonymous with automation for gates all around the world. Quality, safety, reliability, satisfaction, passion and research are the values on which the company l... 37320",Italy,Italy,2025-10-20T15:44:25.592244
worldlearning.org,org,published,"EDUCATION. A global development and exchange organization delivering education programs in more than 150 countries. Built on 90 years of expertise, our bottom-up and top-down approach serves individuals and communities at all levels.We have the uniqu... 37525",unknown,United States,2025-10-20T15:44:26.226640
wisconsinindustrialcoatings.com,com,published,"Turn to the experienced professionals at Wisconsin Industrial Coatings for superior quality industrial coating and sandblasting services. Our facility includes 105,000 square feet of shop space and 12 overhead cranes with a maximum capacity of 50,000... 37265",United States,United States,2025-10-20T15:44:26.722556
mckimcreed.com,com,published,"McKim & Creed! You have 14 days left to avoid the devastating consequences of having your data published. We are ready to update your data that contains the following: - Personal data of your employees, customers and partners - Positive drug tes... 36730",United States,United States,2025-10-20T15:44:27.319094
nampak.com,com,published,"We will use the contacts we gain for our future phishing campaigns. Nampak has been attacked at 20.03.24 so partners and affiliates can check how they care about you. Nampak is Africa’s leading diversified packaging manufacturer, and has been listed... 36868",South Africa,South Africa,2025-10-20T15:44:27.859103
taylorlaw.net,net,published,"Taylor Law Offices, P.C. was established in 1980 as a general practice law firm and is located in Effingham, Illinois. We have seven attorneys with more than ninety years experience providing legal services to individuals and business clients through... 37161",United States,United States,2025-10-20T15:44:28.462792
kjf-augsburg.de,de,published,"Die KJF Augsburg ist eines der größten Sozialunternehmen in Bayern. Wir sind Träger von über 80 Einrichtungen und Diensten in Schwaben und dem angrenzenden Oberbayern. Ob Kita, Berufsbildungswerk, Schule oder Klinik – die KJF Augsburg ist in fast all... 37033 disb.dc.gov published 05/19/2021 DC health insurance marketplace: history and news of the state's exchange: 04/22/2021 DISB Celebrates April as Financial Literacy Month with Free Resources for District Residents: 04/19/2021 Insurance in a Time of Transition: Highlights Fr... 37831",Germany,Germany,2025-10-20T15:44:29.101063
tascoplumbing.com,com,published,"TASCO Plumbing & Mechanical Corp is a company that operates in the Construction industry. It employs 51-100 people and has $10M-$25M of revenue. The company is headquartered in Hialeah, Florida. 36700",United States,United States,2025-10-20T15:44:29.693594
tu-ilmenau.de,de,published,"Eine moderne, zukunftsfähige Universität benötigt einen internationalen Campus mit einem weltoffenen Umfeld, in dem Menschen in ihrer Vielfalt akzeptiert werden und Grundrechte sowie Wissenschaftsfreiheit nicht in Frage gestellt werden. 43955",Germany,Germany,2025-10-20T15:44:30.115260
uslinen.com,com,published,"We are a family-owned, professionally managed provider of uniforms, mats, and towels that values a positive customer experience. Honesty, integrity, and respect are the driving forces behind our services. We believe in accountability, reliability, an... 40382",United States,United States,2025-10-20T15:44:30.728699
sesenergy.org,org,published,"As one of New England's original energy management companies, Secure Energy has been a trusted vendor partner, aggregator, and authorized broker for leading national suppliers since the infancy of the energy management industry. Let our team with 175... 44828 lenmed.co.za published Maputo Private Hospital is Mozambique’s first multidisciplinary hospital. It is equipped with cutting edge facilities and is located in the heart of Maputo. The hospital offers services in both English & Portuguese. 48047 dagma.com.ar published NUESTROS VALORES ""Con visión y perseverancia de crecimiento"" Nos basamos en la conﬁanza, el respeto y la lealtad para con nuestros empleados y clientes, porque entendemos que son la base para construir juntos. 39192",unknown,United States,2025-10-20T15:44:32.314050
kimmelcleaners.com,com,published,100gb 45579,unknown,United States,2025-10-20T15:44:33.256714
ccofva.com,com,published,"Based in Richmond, Virginia, we function like a family, with each related company working together. Our experienced management team provides you with in-depth knowledge and can develop customized solutions for your particular needs. 39087",United States,United States,2025-10-20T15:44:33.796564
ctc-corp.net,net,published,"For over 115 years, we have built and maintained partnerships with our customers by providing solutions that are essential to their business. With our versatile offering of rental service, laundry and dry cleaning service and janitorial products, we... 45914",unknown,United States,2025-10-20T15:44:35.165094
casajove.com,com,published,"Vídeo corporatiu de Casa Jové. Amb 140 anys d'història, reafirmem el nostre compromís per fer del món un lloc millor, just, sostenible, socialment responsable, on prevalgui l'ètica i el compromís impregni les nostres accions. Servei tècnic reparació... 38695",Spain,Spain,2025-10-20T15:44:35.677798
torrepacheco.es,es,published,"Torre-Pacheco es un municipio español de la Región de Murcia, enclavado en la llanura del Campo de Cartagena, a 8 km de las playas del Mar Menor. Con 39 037 habitantes, es el sexto municipio de la Región en número de habitantes. 39273 habeco.com.vn published HABECO cam kết uống có trách nhiệm. Đó là lý do tại sao chúng tôi cần đảm bảo rằng bạn ở trên độ tuổi uống rượu hợp pháp và được phép xem trang web này một cách hợp pháp. Bằng cách nhấp vào xác nhận ""Tôi đã đủ 18 tuổi"" là bạn đồng ý với các điều khoả... 39561",Spain,Spain,2025-10-20T15:44:36.548199
easternshipbuilding.com,com,published,"Commercial Shipbuilding. For more than 45 years, Eastern has delivered over 350 vessels for commercial clients. Our quality of construction and commitment to customers are key to our success. Let us build your next state-of-the-art craft. Learn More. 39263",unknown,United States,2025-10-20T15:44:37.249363
redwoodcoastrc.org,org,published,"This website uses cookies to improve your experience while you navigate through the website. Out of these, the cookies that are categorized as necessary are stored on your browser as they are essential for the working of basic functionalities of the... 38952 gpaa.gov.za published The Government Pensions Administration Agency (GPAA) administers pensions on behalf of its primary clients, the Government Employees Pension Fund (GEPF) and National Treasury You can contact the main system administrator on the contacts below, wai... 39597",South Africa,South Africa,2025-10-20T15:44:37.892303
universalservicesms.com,com,published,"About Us. Universal Services LLC offers the unique capability of in-house design, fabrication, and installation; saving cost, schedule, and coordination. Since 2004, Universal has provided quality electrical, mechanical, structural, and CNC Machining... 39318",unknown,United States,2025-10-20T15:44:38.837628
rmhfranchise.com,com,published,"RMH Vision. RMH Franchise strives to be a multi-brand restaurant company with a dynamic culture, focused on operational excellence and engaged team members who create value for our guests and deliver a superior return to our investors. 39406",United States,United States,2025-10-20T15:44:39.492680
ksa-architecture.com,com,published,"KSA is a different breed of architecture firm. We are a team of skilled technicians and consultants with decades of expertise in sustainable design. top of page. Solving problems. Building trust. ""You gave us a building that has exceeded our grandest... 39084 themisbourne.co.uk published The Misbourne School is a coeducational secondary school and sixth form located in Great Missenden, Buckinghamshire, England. The school has approximately 1020 students, and the sixth form has around 170 students, offering A-Levels as well as BTEC qu... 40387",United Kingdom,United Kingdom,2025-10-20T15:44:40.347570
calvia.com,com,published,"L'Ajuntament de Calvià és l'administració local del municipi de Calvià, a Mallorca. Consulta els serveis, les notícies i el registre electrònic. 40082",Spain,Spain,2025-10-20T15:44:40.745755
nybravestfcu.org,org,published,"Manage your finances better with a Checking Account from NY Bravest FCU. With our Internet Teller, managing your money has never been easier. Quickly check your balance, review transactions, and balance your checkbook all in one place! 40164",United States,United States,2025-10-20T15:44:41.370929
ufresources.com,com,published,"UF Resources Corporation is a privately held holding company based in University Park, Florida, offering administration, information technology and other support services. We make extensive use of technology to leverage our resources to provide effic... 40157",United States,United States,2025-10-20T15:44:41.926627
rjcorp.in,in,published,"RJ Corp has emerged as a powerhouse multinational company with flourishing businesses in a range of sectors which include beverages, quick service restaurants (QSR), ice-cream, dairy products, retail, healthcare, and education. The Group is reputed f... 39920",India,India,2025-10-20T15:44:42.473806
acla-werke.com,com,published,ACLA-WERKE offer a comprehensive range of high-grade squeeges for all cases of the daily screen printing practice which set a standard in the screen printing world thanks to a long experience in the application. The screen printer has a choice betwee... 39785,Germany,Germany,2025-10-20T15:44:43.070151
crinetics.com,com,published,"Crinetics is here for endocrine disease patients who are eager to find therapies that provide effective disease control and more simplicity in their lives. We have failed to reach an agreement with the Crinetics organization, given their unscrupul... 40002",unknown,United States,2025-10-20T15:44:43.755684
tegaindustries.com,com,published,"Tega is a global leader in designing and manufacturing of ‘critical-to-operate’ consumables for the mining, mineral processing and material handling industries. 43255",Unknown,United States,2025-10-20T15:44:44.325563
vm3fincas.es,es,published,"Since 1980 we have offered comprehensive advice on the management, administration and sale of real estate. Our multidisciplinary team allows us to provide a highly qualified service covering all property needs. VM3 Fincas works for your peace of mind... 43336",Spain,Spain,2025-10-20T15:44:45.870547
garage-cretot.fr,fr,published,Automotive Service & Collision Repair Consumer Services 42130,France,France,2025-10-20T15:44:47.267120
cttxpress.com,com,published,"As a thought leader in the logistics industry, CTT Express structurally invests in trend research and solution development. 42450 iitm.ac.in published 42779",unknown,United States,2025-10-20T15:44:47.940372
doublehorse.in,in,published,"Our brand double horse sells a variety of fast-moving consumer goods (FMCG) such as premium rice, instant mixes, health items, and culinary pastes ready-to-cook and ready-to-eat items that promise quality and healthy eating habits. Our dedication lie... 42101",India,India,2025-10-20T15:44:48.543016
vm3fincas.es,es,published,"Since 1980 we have offered comprehensive advice on the management, administration and sale of real estate. Our multidisciplinary team allows us to provide a highly qualified service covering all property needs. VM3 Fincas works for your peace of mind... 42536",Spain,Spain,2025-10-20T15:44:49.129772
dpkv.cz,cz,published,"Dopravní podnik Karlovy Vary, a. s. is a traditional operator of public transport in Karlovy Vary. 40972",Czech Republic,Czech Republic,2025-10-20T15:44:49.751455
innophaseinc.com,com,published,InnoPhase is a fabless semiconductor company specializing in innovative wireless solutions. 37271,United States,United States,2025-10-20T15:44:51.207104
brfibra.com,com,published,Acompanhamento e pronta resposta aos clientes. A BR.Digital é sua parceira para transformar a tecnologia em uma solução simples para a sua empresa. SoluçõesConsulte por Setores. Valores que fazem da BR.Digital uma família: Visão. 37144,Brazil,Brazil,2025-10-20T15:44:51.785523
vstar.in,in,published,"V-Star Creations is an Indian manufacturer of inner wear. It is the subsidiary of V-Guard Industries V-Star Creations was founded in 1995 by SheelaKochouseph, the wife of Kochouseph Chittilappilly, founder and chairman of V-Guard Industries and a cha... 39052",India,India,2025-10-20T15:44:52.389584
interfashion.it,it,published,"INTERFASHION founded in 1992, and aquired by STRAVA S.r.l. in March 2023, is a design, production and distribution company based in Rimini, Italy. Over the years, Interfashion produced brands such as Marithè+François Girbaud, GGigli and I'm Isola Mar... 35515",Italy,Italy,2025-10-20T15:44:52.922319
binder.de,de,published,"Your success starts with our solutions. At Binder, we develop repositionable and reclosable fastening systems for a wide range of industries. With solutions that meet the highest technical requirements, we help our customers to operate successfully a... 37343 evw.k12.mn.us published The EVW School District prides itself in having schools that have earned a positive reputation for high standards and rigor in academics, arts, and athletics. 39610",Germany,Germany,2025-10-20T15:44:53.560889
dsglobaltech.com,com,published,"DS Global Technology, a 1-Stop ICT Service Provider, integrate end to end ICT and communcation engineering and software development solution for SME and larger enterprise. Our skilled engineers are well trained and certified to perform complex integr... 39131",unknown,United States,2025-10-20T15:44:54.932947
elements-ing.com,com,published,"Fondé en 2004 sous le nom de RFR éléments, Eléments Ingénieries est un acteur reconnu en environnement, énergie et fluides. 39744 itss.com.tr published 40166",France,France,2025-10-20T15:44:55.610611
uniter.net,net,published,"Uniter offers textile labelling solutions for clothing, footwear and accessories. 40472",unknown,United States,2025-10-20T15:44:56.931411
truehomesusa.com,com,published,"True Homes is a semi-custom home builder in North and South Carolina, offering a variety of floorplans, communities and personalization options. Find your new True Home today and explore their blog, awards and broker partnerships. 36966",United States,United States,2025-10-20T15:44:57.508240
rushenergyservices.com,com,published,info@rushenergyservices.com Your Name (required) Your Email (required) Your Message. Rush Energy Services takes your privacy seriously. Information collected through this website will not be shared with any third party. Send Message. Rush Energy Serv... 36839,United States,United States,2025-10-20T15:44:58.951795
livia.in,in,published,"Livia Polymer Products Pvt. Ltd. is one of the leading PET bottle manufacturers in India engaged in the manufacture of premium PET and PP containers, jars and bottles in various sizes, shapes and colours for numerous applications. 38577 spu.ac.th published Sripatum University is committed to be ICT Campus through continuously deploying appropriate technology and developing media for educational purposes. It is the directive of the university to encourage the use of information technology in all the cou... 39521",India,India,2025-10-20T15:44:59.583397
rfca.com,com,published,"Since Robinson, Farmer, Cox (RFC) was founded in 1953, the employees and members of RFC have taken great pride in maintaining our commitment of service to our clients. RFC began as a governmental audit and consulting practice in Charlottesville, Virg... 36602 mutualclubunion.com.ar published masunion@mutualclubunion.com.ar promocion@mutualclubunion.com.ar . Casa Central: Av. Independencia 324 - Sunchales (Sta Fe) Información al usuario financiero. Atención al usuario de servicios financieros +Unión. Una tarjeta de crédito local con todos... 36586",Argentina,Argentina,2025-10-20T15:45:00.450390
snk.sk,sk,published,Slovenská národná knižnica is a company that operates in the Libraries industry. 36754,Slovakia,Slovakia,2025-10-20T15:45:01.253150
college-stemarie-elven.org,org,published,Collge Sainte Marie 39266,United States,United States,2025-10-20T15:45:02.706614
cargotrinidad.com,com,published,"Logistics Management, Freight Forwarding, Air/Ocean Import and Export, Crating and Packing 40757",Trinidad,Trinidad,2025-10-20T15:45:03.597880
peninsulacrane.com,com,published,Peninsula Crane and Rigging serving entire Northern California and Nevada Area for over 39 years. 40879,United States,United States,2025-10-20T15:45:04.298405
vinatiorganics.com,com,published,"World’s largest manufacturer of IBB and ATBS, Vinati Organics Limited (VOL) blends innovation with chemistry to deliver value-added products to its varied clientele. 38511",India,India,2025-10-20T15:45:04.932770
orsiniimballaggi.com,com,published,"Manufacturing, Packaging Services, Self-Storage, Shipping 39122",Italy,Italy,2025-10-20T15:45:05.794541
grupopm.com,com,published,"Grupo PM is a Marketing agency.Together they gather more than 50 years of joint-experience in Marketing, Advertising, Sales, Promotion and above all planning and development of Market strategies, used to position our clients and their products in the... 39916",United States,United States,2025-10-20T15:45:06.298427
randi-group.com,com,published,"Randi Group, Natural Products Extracted from Grapes Values that bring us together as a group 38152",unknown,United States,2025-10-20T15:45:06.967972
totto.com,com,published,Nalsani SAS is a company with nationally-focused eCommerce activity. 38583,unknown,United States,2025-10-20T15:45:07.678808
salmonesaysen.cl,cl,published,Salmones Aysén S.A. es una empresa Salmonera enfocada 100% en el cultivo y comercialización del Salmón del Pacífico 38049,Chile,Chile,2025-10-20T15:45:08.203283
ajcfood.com,com,published,"AJC Brands. Our brands mean business. AJC branded products are sold in 100+ countries. Together they total 400+ products. AJC International is a global leader in the procurement and sale of frozen meat, poultry, pork, seafood and vegetable products. 36006",unknown,United States,2025-10-20T15:45:08.885297
bancodevenezuela.com,com,published,"Conoce los productos y servicios que ofrece el Banco de Venezuela, como la cuenta digital, la cuenta en divisas, el mesa de cambio, el menudeo y el programa EmprendeBDV. Descarga la BDVApp y paga al instante con el QR. 41400",Venezuela,Venezuela,2025-10-20T15:45:09.682790
gammarenax.ch,ch,published,gammaRenax ist ein leistungsfähiger Qualitätsanbieter integraler Facility Services mit mehr als 2'110 Mitarbeitenden an 16 Standorten in allen Regionen der Schweiz. Mit einem Portfolio von über 1'600 Objekten und einem Jahresumsatz von 81 Millionen F... 37971,Switzerland,Switzerland,2025-10-20T15:45:10.481968
oraclinical.com,com,published,"With 85+ approvals to date, whatever your challenge, we're here to ensure success. Discover how we make work better for our workforce. We provide the vision and experience to help guide your Ophthalmic product from preclinical stages through commerci... 37564",unknown,United States,2025-10-20T15:45:11.076794
rammutual.com,com,published,"Your Partner in Protection. RAM is proud to be a leading reinsurer to the township mutual industry. In addition to our excellent member service program, RAM offers a full line of personal and commercial insurance products available in both Minnesota... 37623",United States,United States,2025-10-20T15:45:11.759204
gslelectric.com,com,published,Read about the Salt Lake City Airport Phase 2 Project in Utah 37015,United States,United States,2025-10-20T15:45:12.269799
harwoodlloyd.com,com,published,"Eileen Kuzma is Counsel in Harwood Lloyd's General Litigation and Wills, Trusts and Estates Departments, with a concentration in appellate matters, legal research and brief writing, encompassing a wide array of practice areas. Ms. Kuzma has extensive... 37074",unknown,United States,2025-10-20T15:45:12.991768
etships.com,com,published,"For more information, please visit our recruiting profile on Facebook: Recruit Transport or call us today at (419) 464-9450 Ext. 4! www.etships.com. 1. Expeditus Transport, LLC | 872 followers on ... 37357",unknown,United States,2025-10-20T15:45:13.763030
ville-bouchemaine.fr,fr,published,"Prof express - Révisions Brevet/Bac Des enseignants de l'Éducation nationale, disponibles pour vos enfants, afin de réviser le Brevet ou le BAC et bénéficier de leurs conseils pour... Lire la suite; Réouverture de l'Aire d'Accueil de Camping-Car L'ai... 37648",France,France,2025-10-20T15:45:14.374089
sonoco.com,com,published,"Sonoco Products Company is an American provider of diversified consumer packaging, industrial products, protective packaging, and packaging supply chain services and the world's largest producer of composite cans, tubes, and cores. 37480",United States,United States,2025-10-20T15:45:14.976572
thebiglifegroup.com,com,published,"The Big Life group is a social enterprise that fights inequality by offering various services and support to people and places. Learn more about their values, history, people, news and how to find support near you. 36204",unknown,United States,2025-10-20T15:45:15.586966
elarabygroup.com,com,published,"Wish ListAdd to Compare. HAMA High Speed HDMI™ Cable Plug-Plug Ethernet 90° Plug 1.5m Black HAM ... 5.0. EGP680. Add to Cart. Welcome to Elaraby Group in Egypt. Buy online Discover a wide range of home appliances and TVs of brands Toshiba, Sharp, Tor... 37809",Egypt,Egypt,2025-10-20T15:45:16.238173
